"appt_number";"xa_original_agency";"xa_work_type";"status";"fecha"
"1326216006";"VINA DEL MAR";"At--------";"complete";"8/12/2026"
"1326219218";"VALPARAISO";"At------At";"complete";"8/4/2026"
"1326823726";"SAN ANTONIO";"At------At";"complete";"8/4/2026"
"1327167853";"VALPARAISO";"At------At";"complete";"8/4/2026"
"1327227206";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1327356821";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1327900250";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1327914860";"VALPARAISO";"At------At";"complete";"8/12/2026"
"1327931596";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1327936467";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1327961689";"VALPARAISO";"At------At";"complete";"8/6/2026"
"1327972085";"VALPARAISO";"At------At";"complete";"8/4/2026"
"1327983276";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1328011636";"SAN ANTONIO";"At--------";"complete";"8/5/2026"
"1328020458";"VALPARAISO";"At------At";"complete";"8/3/2026"
"1325031534";"SAN ANTONIO";"At--------";"complete";"8/1/2026"
"1325198080";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1325676498";"VALPARAISO";"At------At";"complete";"8/5/2026"
"1327932820";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1327964646";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327974572";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1327984673";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1328031242";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1327680927";"SAN ANTONIO";"At--------";"complete";"8/8/2026"
"1327716009";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1327716014";"SAN ANTONIO";"At------At";"complete";"8/5/2026"
"1324632219";"VALPARAISO";"At------At";"complete";"8/1/2026"
"1324947679";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1325041709";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1325779145";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1326120529";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1326222498";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1326322785";"SAN ANTONIO";"At--------";"complete";"8/1/2026"
"1326694791";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1326757866";"SAN ANTONIO";"At--------";"complete";"8/3/2026"
"1326849980";"SAN ANTONIO";"At--------";"complete";"8/7/2026"
"1327097011";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1327380087";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327396489";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327979733";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1328027460";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1328041815";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1327681467";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1327687285";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1327694660";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327703730";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1327710948";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1322787223";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1325683575";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1326429137";"SAN ANTONIO";"At------At";"complete";"8/3/2026"
"1326505314";"VALPARAISO";"At------At";"complete";"8/4/2026"
"1326616937";"VALPARAISO";"At--------";"complete";"8/10/2026"
"1327097927";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1327994676";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1328001417";"SAN ANTONIO";"At--------";"complete";"8/4/2026"
"1328053940";"SAN ANTONIO";"At--------";"complete";"8/4/2026"
"1328054174";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1328095923";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1328109549";"VALPARAISO";"At------At";"complete";"8/5/2026"
"1327711741";"SAN ANTONIO";"At--------";"complete";"8/5/2026"
"1327711897";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1327733876";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1327744127";"VALPARAISO";"At------At";"complete";"8/5/2026"
"1327749665";"SAN ANTONIO";"At------At";"complete";"8/5/2026"
"1327779493";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1324646177";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1325316787";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1325320487";"VINA DEL MAR";"At------At";"complete";"8/3/2026"
"1325545865";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1325733363";"VINA DEL MAR";"At------At";"complete";"8/7/2026"
"1329282688";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1329283849";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1329284252";"SAN ANTONIO";"At--------";"complete";"8/6/2026"
"1329397533";"SAN ANTONIO";"At--------";"complete";"8/4/2026"
"1329428691";"SAN ANTONIO";"At------At";"complete";"8/15/2026"
"1329470067";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329475948";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329476082";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1329482144";"SAN ANTONIO";"At--------";"complete";"8/5/2026"
"1329486354";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1329496145";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1329549951";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1329557356";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1329561339";"VALPARAISO";"At------At";"complete";"8/6/2026"
"1329690451";"VALPARAISO";"At--------";"complete";"8/8/2026"
"1328533847";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1328667306";"VINA DEL MAR";"At------At";"complete";"8/3/2026"
"1328732129";"VALPARAISO";"At------At";"complete";"8/5/2026"
"1328960469";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1329012773";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1329062770";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1329429363";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1329444655";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329482390";"SAN ANTONIO";"At--------";"complete";"8/7/2026"
"1329482516";"VALPARAISO";"At--------";"complete";"8/12/2026"
"1329524315";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329524625";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1329537196";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1329537396";"VINA DEL MAR";"At------At";"complete";"8/12/2026"
"1329550006";"VALPARAISO";"At------At";"complete";"8/5/2026"
"1329558180";"VALPARAISO";"At------At";"complete";"8/6/2026"
"1329560174";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329574813";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329733992";"VALPARAISO";"At------At";"complete";"8/8/2026"
"1328496896";"VINA DEL MAR";"At------At";"complete";"8/7/2026"
"1328534985";"VALPARAISO";"At------At";"complete";"8/4/2026"
"1328593681";"VALPARAISO";"At------At";"complete";"8/4/2026"
"1328595599";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1328626212";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1328738011";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1328951290";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1328951436";"SAN ANTONIO";"At--------";"complete";"8/4/2026"
"1328960973";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329015776";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329065098";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1329065166";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329236021";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329269052";"VALPARAISO";"At------At";"complete";"8/7/2026"
"1329335712";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1329383494";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1329448735";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1329469024";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329496843";"VALPARAISO";"At------At";"complete";"8/7/2026"
"1329515639";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1329531072";"VALPARAISO";"At------At";"complete";"8/5/2026"
"1329531215";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1329544555";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329587255";"VALPARAISO";"At------At";"complete";"8/7/2026"
"1329587450";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1329587661";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1329707777";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1329736827";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1330014586";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1330016799";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1328516182";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1328670370";"VINA DEL MAR";"At------At";"complete";"8/14/2026"
"1328739060";"SAN ANTONIO";"At------At";"complete";"8/10/2026"
"1328742406";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1329019225";"SAN ANTONIO";"At--------";"complete";"8/5/2026"
"1329134693";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1329180491";"VALPARAISO";"At------At";"complete";"8/5/2026"
"1329203782";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329319267";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1329353979";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329371132";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329371209";"SAN ANTONIO";"At------At";"complete";"8/6/2026"
"1329431505";"SAN ANTONIO";"At--------";"complete";"8/6/2026"
"1329474461";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329551869";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1329560787";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1329695346";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1329708011";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329708203";"VALPARAISO";"At------At";"complete";"8/6/2026"
"1329708214";"VINA DEL MAR";"At--------";"complete";"8/10/2026"
"1329708288";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329737528";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330025006";"VINA DEL MAR";"At------At";"complete";"8/7/2026"
"1330025211";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1329757725";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1329758178";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329763701";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1328563038";"SAN ANTONIO";"At------At";"complete";"8/8/2026"
"1328965129";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1329239488";"VALPARAISO";"At------At";"complete";"8/5/2026"
"1329371343";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1329449865";"VALPARAISO";"At------At";"complete";"8/6/2026"
"1329538958";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1329569411";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1329579446";"VALPARAISO";"At------At";"complete";"8/6/2026"
"1328114321";"VALPARAISO";"At------At";"complete";"8/3/2026"
"1328499846";"VINA DEL MAR";"At------At";"complete";"8/1/2026"
"1328851149";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1328970793";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1329075917";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1329206733";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1329287050";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329340610";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329371886";"SAN ANTONIO";"At------At";"complete";"8/6/2026"
"1329500059";"SAN ANTONIO";"At--------";"complete";"8/8/2026"
"1329508929";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1329532477";"VALPARAISO";"At------At";"complete";"8/12/2026"
"1329581263";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1329591550";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1329660557";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1329684802";"VINA DEL MAR";"At--------";"complete";"8/13/2026"
"1329698415";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1328422726";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1328501341";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1328501719";"VALPARAISO";"At--------";"complete";"8/8/2026"
"1328601370";"VALPARAISO";"At------At";"complete";"8/1/2026"
"1328601418";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1328853053";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1328853313";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1328895050";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1328936895";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1329273052";"VINA DEL MAR";"At------At";"complete";"8/10/2026"
"1329288275";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1329358067";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1329435897";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329501459";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1329509796";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329509857";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1329526573";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329724586";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1329819136";"SAN ANTONIO";"At--------";"complete";"8/7/2026"
"1328523420";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1328567232";"SAN ANTONIO";"At--------";"complete";"8/6/2026"
"1328569323";"SAN ANTONIO";"At--------";"complete";"8/6/2026"
"1328777072";"VALPARAISO";"At------At";"complete";"8/13/2026"
"1329082884";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1329207570";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1329207668";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1329453008";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329453042";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1329527206";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1329533304";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329533484";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1329687572";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1329727095";"VINA DEL MAR";"At------At";"complete";"8/7/2026"
"1329825704";"VINA DEL MAR";"At------At";"complete";"8/7/2026"
"1329854608";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329871393";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1328605678";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1328608363";"VALPARAISO";"At------At";"complete";"8/5/2026"
"1328688355";"VINA DEL MAR";"At------At";"complete";"8/3/2026"
"1328857397";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1328900301";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1328978654";"VINA DEL MAR";"At------At";"complete";"8/7/2026"
"1329207683";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1329225649";"VALPARAISO";"At------At";"complete";"8/5/2026"
"1329324198";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329343184";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1329387995";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1329388251";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329546883";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329687889";"VALPARAISO";"At------At";"complete";"8/6/2026"
"1329746411";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1329859493";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1329859736";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1329864408";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329870423";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329875524";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1329875569";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329882581";"VALPARAISO";"At--------";"complete";"8/9/2026"
"1329890543";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329890624";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1328504093";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1328572902";"VINA DEL MAR";"At------At";"complete";"8/2/2026"
"1328781111";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1328904349";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1328954689";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1329043150";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1329276899";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1329513023";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329534753";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1329701819";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1329909632";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1329922318";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1328504532";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1328955684";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1329095316";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1329190594";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1329277196";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329363232";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1329410718";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1329529382";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329542719";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1329547530";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329555373";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1329890476";"SAN ANTONIO";"At--------";"complete";"8/8/2026"
"1329902158";"VINA DEL MAR";"At------At";"complete";"8/7/2026"
"1329902462";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1329923941";"VALPARAISO";"At--------";"complete";"8/8/2026"
"1329935669";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1329950808";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1328506021";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1328506147";"SAN ANTONIO";"At------At";"complete";"8/6/2026"
"1328579082";"VINA DEL MAR";"At------At";"complete";"8/3/2026"
"1328865350";"VALPARAISO";"At------At";"complete";"8/6/2026"
"1328909677";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1329096904";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1329154367";"VALPARAISO";"At------At";"complete";"8/5/2026"
"1329191057";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329228839";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1329291600";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329364141";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1329378055";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329392265";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1329894269";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329903494";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1329905281";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329913442";"SAN ANTONIO";"At--------";"complete";"8/7/2026"
"1329936413";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1329943642";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329947777";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1329999262";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1328453673";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1328656269";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1328867682";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1328939992";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1329229266";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329279989";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1329280034";"SAN ANTONIO";"At------At";"complete";"8/5/2026"
"1329293405";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1329312682";"SAN ANTONIO";"At--------";"complete";"8/6/2026"
"1329346903";"SAN ANTONIO";"At------At";"complete";"8/7/2026"
"1329378736";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329424926";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1329440606";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329749199";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1329920332";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329944156";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1329971797";"VALPARAISO";"At------At";"complete";"8/8/2026"
"1329983317";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1330006345";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1330006363";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1330007096";"VINA DEL MAR";"At------At";"complete";"8/7/2026"
"1328551820";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1328871447";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1328919135";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1329231488";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1329329019";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1329380535";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329940298";"VALPARAISO";"At------At";"complete";"8/6/2026"
"1329996900";"SAN ANTONIO";"At--------";"complete";"8/8/2026"
"1330007858";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1329766397";"VINA DEL MAR";"At------At";"complete";"8/13/2026"
"1329766749";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329773152";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1329773449";"VINA DEL MAR";"At--------";"complete";"8/13/2026"
"1329777064";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1328616991";"VALPARAISO";"At------At";"complete";"8/8/2026"
"1328718321";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1328796366";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1329329244";"SAN ANTONIO";"At------At";"complete";"8/6/2026"
"1329331272";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1329381223";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1329395011";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1329985132";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1329988127";"VALPARAISO";"At--------";"complete";"8/11/2026"
"1329988454";"VINA DEL MAR";"At--------";"complete";"8/10/2026"
"1329997950";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1330023106";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329755096";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329781172";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1329800526";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1328512550";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1328728616";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1328799239";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1329004932";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329199973";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1329396543";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1329414412";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329427759";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329460461";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329557003";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1330022414";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330027584";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1330029162";"SAN ANTONIO";"At--------";"complete";"8/10/2026"
"1330030151";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1329763113";"SAN ANTONIO";"At--------";"complete";"8/8/2026"
"1329769817";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1329802714";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1329811647";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1329821855";"SAN ANTONIO";"At--------";"complete";"8/8/2026"
"1329839590";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1328221887";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1328556054";"SAN ANTONIO";"At--------";"complete";"8/10/2026"
"1328662148";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1329061322";"VALPARAISO";"At--------";"complete";"8/7/2026"
